"Time","GW036186",""
"and","110.00",""
"Date","Bore level below MP",""
"","Mean","Qual"
00:00:00 08/09/2010,      12.797,      7
00:00:00 09/09/2010,      12.733,      7
00:00:00 10/09/2010,      12.673,      7
00:00:00 11/09/2010,      12.649,      7
00:00:00 12/09/2010,      12.578,      7
00:00:00 13/09/2010,      12.495,      7
00:00:00 14/09/2010,      12.402,      7
00:00:00 15/09/2010,      12.332,      7
00:00:00 16/09/2010,      12.251,      7
00:00:00 17/09/2010,      12.167,      7
00:00:00 18/09/2010,      12.078,      7
00:00:00 19/09/2010,      12.008,      7
00:00:00 20/09/2010,      11.946,      7
00:00:00 21/09/2010,      11.889,      7
00:00:00 22/09/2010,      11.844,      7
00:00:00 23/09/2010,      11.797,      7
00:00:00 24/09/2010,      11.758,      7
00:00:00 25/09/2010,      11.717,      7
00:00:00 26/09/2010,      11.689,      7
00:00:00 27/09/2010,      11.648,      7
00:00:00 28/09/2010,      11.622,      7
00:00:00 29/09/2010,      11.612,      7
00:00:00 30/09/2010,      11.601,      7
00:00:00 01/10/2010,      11.579,      7
00:00:00 02/10/2010,      11.560,      7
00:00:00 03/10/2010,      11.531,      7
00:00:00 04/10/2010,      11.504,      7
00:00:00 05/10/2010,      11.491,      7
00:00:00 06/10/2010,      11.474,      7
00:00:00 07/10/2010,      11.464,      7
00:00:00 08/10/2010,      11.466,      7
00:00:00 09/10/2010,      11.457,      7
00:00:00 10/10/2010,      11.454,      7
00:00:00 11/10/2010,      11.452,      7
00:00:00 12/10/2010,      11.442,      7
00:00:00 13/10/2010,      11.411,      7
00:00:00 14/10/2010,      11.388,      7
00:00:00 15/10/2010,      11.346,      7
00:00:00 16/10/2010,      11.376,      7
00:00:00 17/10/2010,      11.346,      7
00:00:00 18/10/2010,      11.284,      7
00:00:00 19/10/2010,      11.234,      7
00:00:00 20/10/2010,      11.174,      7
00:00:00 21/10/2010,      11.111,      7
00:00:00 22/10/2010,      11.052,      7
00:00:00 23/10/2010,      10.993,      7
00:00:00 24/10/2010,      10.944,      7
00:00:00 25/10/2010,      10.898,      7
00:00:00 26/10/2010,      10.849,      7
00:00:00 27/10/2010,      10.797,      7
00:00:00 28/10/2010,      10.748,      7
00:00:00 29/10/2010,      10.710,      7
00:00:00 30/10/2010,      10.661,      7
00:00:00 31/10/2010,      10.619,      7
00:00:00 01/11/2010,      10.580,      7
00:00:00 02/11/2010,      10.550,      7
00:00:00 03/11/2010,      10.517,      7
00:00:00 04/11/2010,      10.474,      7
00:00:00 05/11/2010,      10.439,      7
00:00:00 06/11/2010,      10.406,      7
00:00:00 07/11/2010,      10.372,      7
00:00:00 08/11/2010,      10.344,      7
00:00:00 09/11/2010,      10.325,      7
00:00:00 10/11/2010,      10.276,      7
00:00:00 11/11/2010,      10.223,      7
00:00:00 12/11/2010,      10.173,      7
00:00:00 13/11/2010,      10.145,      7
00:00:00 14/11/2010,      10.114,      7
00:00:00 15/11/2010,      10.071,      7
00:00:00 16/11/2010,      10.035,      7
00:00:00 17/11/2010,      10.012,      7
00:00:00 18/11/2010,       9.976,      7
00:00:00 19/11/2010,       9.957,      7
00:00:00 20/11/2010,       9.934,      7
00:00:00 21/11/2010,       9.898,      7
00:00:00 22/11/2010,       9.872,      7
00:00:00 23/11/2010,       9.865,      7
00:00:00 24/11/2010,       9.842,      7
00:00:00 25/11/2010,       9.808,      7
00:00:00 26/11/2010,       9.776,      7
00:00:00 27/11/2010,       9.741,      7
00:00:00 28/11/2010,       9.715,      7
00:00:00 29/11/2010,       9.693,      7
00:00:00 30/11/2010,       9.664,      7
00:00:00 01/12/2010,       9.649,      7
00:00:00 02/12/2010,       9.631,      7
00:00:00 03/12/2010,       9.596,      7
00:00:00 04/12/2010,       9.552,      7
00:00:00 05/12/2010,       9.524,      7
00:00:00 06/12/2010,       9.499,      7
00:00:00 07/12/2010,       9.466,      7
00:00:00 08/12/2010,       9.435,      7
00:00:00 09/12/2010,       9.386,      7
00:00:00 10/12/2010,       9.315,      7
00:00:00 11/12/2010,       9.243,      7
00:00:00 12/12/2010,       9.195,      7
00:00:00 13/12/2010,       9.175,      7
00:00:00 14/12/2010,       9.141,      7
00:00:00 15/12/2010,       9.098,      7
00:00:00 16/12/2010,       9.051,      7
00:00:00 17/12/2010,       9.030,      7
00:00:00 18/12/2010,       9.008,      7
00:00:00 19/12/2010,       8.958,      7
00:00:00 20/12/2010,       8.953,      7
00:00:00 21/12/2010,       8.953,      7
00:00:00 22/12/2010,       8.945,      7
00:00:00 23/12/2010,       8.923,      7
00:00:00 24/12/2010,       8.903,      7
00:00:00 25/12/2010,       8.859,      7
00:00:00 26/12/2010,       8.808,      7
00:00:00 27/12/2010,       8.787,      7
00:00:00 28/12/2010,       8.815,      7
00:00:00 29/12/2010,       8.805,      7
00:00:00 30/12/2010,       8.788,      7
00:00:00 31/12/2010,       8.787,      7
00:00:00 01/01/2011,       8.807,      7
00:00:00 02/01/2011,       8.830,      7
00:00:00 03/01/2011,       8.833,      7
00:00:00 04/01/2011,       8.814,      7
00:00:00 05/01/2011,       8.785,      7
00:00:00 06/01/2011,       8.773,      7
00:00:00 07/01/2011,       8.756,      7
00:00:00 08/01/2011,       8.733,      7
00:00:00 09/01/2011,       8.718,      7
00:00:00 10/01/2011,       8.717,      7
00:00:00 11/01/2011,       8.694,      7
00:00:00 12/01/2011,       8.681,      7
00:00:00 13/01/2011,       8.674,      7
00:00:00 14/01/2011,       8.653,      3
00:00:00 15/01/2011,       8.633,      3
00:00:00 16/01/2011,       8.625,      3
00:00:00 17/01/2011,       8.607,      3
00:00:00 18/01/2011,       8.627,      3
00:00:00 19/01/2011,       8.656,      3
00:00:00 20/01/2011,       8.680,      3
00:00:00 21/01/2011,       8.702,      3
00:00:00 22/01/2011,       8.681,      3
00:00:00 23/01/2011,       8.642,      3
00:00:00 24/01/2011,       8.624,      3
00:00:00 25/01/2011,       8.647,      3
00:00:00 26/01/2011,       8.675,      3
00:00:00 27/01/2011,       8.808,      3
00:00:00 28/01/2011,       9.025,      3
00:00:00 29/01/2011,       9.087,      3
00:00:00 30/01/2011,       9.071,      3
00:00:00 31/01/2011,       8.799,      3
00:00:00 01/02/2011,       8.733,      3
00:00:00 02/02/2011,       8.733,      3
00:00:00 03/02/2011,       8.758,      3
00:00:00 04/02/2011,       8.773,      3
00:00:00 05/02/2011,       8.789,      3
00:00:00 06/02/2011,       8.799,      3
00:00:00 07/02/2011,       8.807,      3
00:00:00 08/02/2011,       8.800,      3
00:00:00 09/02/2011,       8.815,      3
00:00:00 10/02/2011,       8.810,      3
00:00:00 11/02/2011,       8.810,      3
00:00:00 12/02/2011,       8.827,      3
00:00:00 13/02/2011,       8.848,      3
00:00:00 14/02/2011,       8.856,      3
00:00:00 15/02/2011,       8.863,      3
00:00:00 16/02/2011,       8.865,      3
00:00:00 17/02/2011,       8.838,      3
00:00:00 18/02/2011,       8.833,      3
00:00:00 19/02/2011,       8.844,      3
00:00:00 20/02/2011,       8.864,      3
00:00:00 21/02/2011,       8.883,      3
00:00:00 22/02/2011,       8.930,      3
00:00:00 23/02/2011,       8.955,      3
00:00:00 24/02/2011,       8.976,      3
00:00:00 25/02/2011,       8.991,      3
00:00:00 26/02/2011,       9.005,      3
00:00:00 27/02/2011,       8.995,      3
00:00:00 28/02/2011,       8.979,      3
00:00:00 01/03/2011,       8.969,      3
00:00:00 02/03/2011,       8.982,      3
00:00:00 03/03/2011,       8.968,      3
00:00:00 04/03/2011,       8.967,      3
00:00:00 05/03/2011,       8.995,      3
00:00:00 06/03/2011,       9.015,      3
00:00:00 07/03/2011,       8.997,      3
00:00:00 08/03/2011,       8.975,      3
00:00:00 09/03/2011,       8.966,      3
00:00:00 10/03/2011,       8.952,      3
00:00:00 11/03/2011,       8.948,      3
00:00:00 12/03/2011,       8.953,      3
00:00:00 13/03/2011,       8.947,      3
00:00:00 14/03/2011,       8.937,      3
00:00:00 15/03/2011,       8.929,      3
00:00:00 16/03/2011,       8.918,      3
00:00:00 17/03/2011,       8.914,      3
00:00:00 18/03/2011,       8.898,      3
00:00:00 19/03/2011,       8.881,      3
00:00:00 20/03/2011,       8.864,      3
00:00:00 21/03/2011,       8.852,      3
00:00:00 22/03/2011,       8.849,      3
00:00:00 23/03/2011,       8.867,      3
00:00:00 24/03/2011,       8.879,      5
00:00:00 25/03/2011,       8.889,      5
00:00:00 26/03/2011,       8.902,      5
00:00:00 27/03/2011,       8.917,      5
00:00:00 28/03/2011,       8.919,      5
00:00:00 29/03/2011,       8.916,      5
00:00:00 30/03/2011,       8.901,      5
00:00:00 31/03/2011,       8.903,      5
00:00:00 01/04/2011,       8.908,      5
00:00:00 02/04/2011,       8.901,      5
00:00:00 03/04/2011,       8.911,      5
00:00:00 04/04/2011,       8.926,      5
00:00:00 05/04/2011,       8.931,      5
00:00:00 06/04/2011,       8.929,      5
00:00:00 07/04/2011,       8.932,      5
00:00:00 08/04/2011,       8.932,      5
00:00:00 09/04/2011,       8.915,      5
00:00:00 10/04/2011,       8.881,      5
00:00:00 11/04/2011,       8.879,      5
00:00:00 12/04/2011,       8.904,      5
00:00:00 13/04/2011,       8.908,      5
00:00:00 14/04/2011,       8.896,      5
00:00:00 15/04/2011,       8.904,      5
00:00:00 16/04/2011,       8.909,      5
00:00:00 17/04/2011,       8.924,      5
00:00:00 18/04/2011,       8.922,      5
00:00:00 19/04/2011,       8.921,      5
00:00:00 20/04/2011,       8.916,      5
00:00:00 21/04/2011,       8.902,      5
00:00:00 22/04/2011,       8.901,      5
00:00:00 23/04/2011,       8.924,      5
00:00:00 24/04/2011,       8.938,      5
00:00:00 25/04/2011,       8.944,      5
00:00:00 26/04/2011,       8.953,      5
00:00:00 27/04/2011,       8.952,      5
00:00:00 28/04/2011,       8.947,      5
00:00:00 29/04/2011,       8.937,      5
00:00:00 30/04/2011,       8.929,      5
00:00:00 01/05/2011,       8.923,      5
00:00:00 02/05/2011,       8.921,      5
00:00:00 03/05/2011,       8.924,      5
00:00:00 04/05/2011,       8.940,      5
00:00:00 05/05/2011,       8.958,      5
00:00:00 06/05/2011,       8.965,      5
00:00:00 07/05/2011,       8.947,      5
00:00:00 08/05/2011,       8.937,      5
00:00:00 09/05/2011,       8.937,      5
00:00:00 10/05/2011,       8.954,      5
00:00:00 11/05/2011,       8.961,      5
00:00:00 12/05/2011,       8.966,      5
00:00:00 13/05/2011,       8.971,      5
00:00:00 14/05/2011,       8.989,      5
00:00:00 15/05/2011,       9.027,      5
00:00:00 16/05/2011,       9.024,      5
00:00:00 17/05/2011,       9.013,      5
00:00:00 18/05/2011,       9.018,      5
00:00:00 19/05/2011,       9.016,      5
00:00:00 20/05/2011,       9.004,      5
00:00:00 21/05/2011,       8.999,      5
00:00:00 22/05/2011,       8.980,      5
00:00:00 23/05/2011,       8.943,      5
00:00:00 24/05/2011,       8.949,      5
00:00:00 25/05/2011,       8.971,      5
00:00:00 26/05/2011,       8.995,      5
00:00:00 27/05/2011,       9.006,      5
00:00:00 28/05/2011,       9.014,      5
00:00:00 29/05/2011,       9.013,      5
00:00:00 30/05/2011,       8.993,      5
00:00:00 31/05/2011,       8.976,      5
00:00:00 01/06/2011,       8.995,    100
00:00:00 02/06/2011,       8.995,    100
00:00:00 03/06/2011,       8.979,    100
00:00:00 04/06/2011,       8.974,    100
00:00:00 05/06/2011,       8.971,    100
00:00:00 06/06/2011,       8.979,    100
00:00:00 07/06/2011,       8.984,    100
00:00:00 08/06/2011,       8.981,    100
00:00:00 09/06/2011,       8.986,    100
00:00:00 10/06/2011,       8.987,    100
00:00:00 11/06/2011,       8.998,    100
00:00:00 12/06/2011,       8.989,    100
00:00:00 13/06/2011,       8.974,    100
00:00:00 14/06/2011,       8.962,    100
00:00:00 15/06/2011,       8.969,    100
00:00:00 16/06/2011,       8.976,    100
00:00:00 17/06/2011,       8.960,    100
00:00:00 18/06/2011,       8.972,    100
00:00:00 19/06/2011,       8.979,    100
00:00:00 20/06/2011,       8.979,    100
00:00:00 21/06/2011,       8.953,    100
00:00:00 22/06/2011,       8.982,    100
00:00:00 23/06/2011,       9.002,    100
00:00:00 24/06/2011,       9.028,    100
00:00:00 25/06/2011,       9.045,    100
00:00:00 26/06/2011,       9.047,    100
00:00:00 27/06/2011,       9.050,    100
00:00:00 28/06/2011,       9.066,    100
00:00:00 29/06/2011,       9.082,    100
00:00:00 30/06/2011,       9.085,    100
00:00:00 01/07/2011,       9.063,    100
00:00:00 02/07/2011,       9.047,    100
00:00:00 03/07/2011,       9.036,    100
00:00:00 04/07/2011,       9.010,    100
00:00:00 05/07/2011,       9.004,    100
00:00:00 06/07/2011,       9.002,    100
00:00:00 07/07/2011,       9.010,    100
00:00:00 08/07/2011,       9.037,    100
00:00:00 09/07/2011,       9.034,     11
00:00:00 10/07/2011,       9.034,     11
00:00:00 11/07/2011,       9.034,     11
00:00:00 12/07/2011,       9.034,     11
00:00:00 13/07/2011,       9.034,     11
00:00:00 14/07/2011,       9.034,     11
00:00:00 15/07/2011,       9.034,     11
00:00:00 16/07/2011,       9.034,     11
00:00:00 17/07/2011,       9.034,     11
00:00:00 18/07/2011,       9.034,     11
00:00:00 19/07/2011,       9.034,     11
00:00:00 20/07/2011,       9.003,     11
00:00:00 21/07/2011,       8.983,     11
00:00:00 22/07/2011,       8.983,     11
00:00:00 23/07/2011,       8.989,     11
00:00:00 24/07/2011,       8.998,     11
00:00:00 25/07/2011,       9.006,     11
00:00:00 26/07/2011,       9.014,     11
00:00:00 27/07/2011,       9.023,     11
00:00:00 28/07/2011,       9.031,     11
00:00:00 29/07/2011,       9.040,     11
00:00:00 30/07/2011,       9.048,     11
00:00:00 31/07/2011,       9.057,     11
00:00:00 01/08/2011,       9.065,     11
00:00:00 02/08/2011,       9.074,     11
00:00:00 03/08/2011,       9.056,     11
00:00:00 04/08/2011,       9.046,     10
00:00:00 05/08/2011,       9.047,     10
00:00:00 06/08/2011,       9.036,     10
00:00:00 07/08/2011,       9.021,     10
00:00:00 08/08/2011,       9.016,     10
00:00:00 09/08/2011,       9.018,     10
00:00:00 10/08/2011,       9.027,     10
00:00:00 11/08/2011,       9.040,     10
00:00:00 12/08/2011,       9.079,     10
00:00:00 13/08/2011,       9.100,     10
00:00:00 14/08/2011,       9.103,     10
00:00:00 15/08/2011,       9.105,     10
00:00:00 16/08/2011,       9.092,     10
00:00:00 17/08/2011,       9.077,     10
00:00:00 18/08/2011,       9.094,     10
00:00:00 19/08/2011,       9.115,     10
00:00:00 20/08/2011,       9.150,     10
00:00:00 21/08/2011,       9.174,     10
00:00:00 22/08/2011,       9.188,     10
00:00:00 23/08/2011,       9.180,     10
00:00:00 24/08/2011,       9.168,     10
00:00:00 25/08/2011,       9.168,     10
00:00:00 26/08/2011,       9.171,     10
00:00:00 27/08/2011,       9.163,     10
00:00:00 28/08/2011,       9.173,     10
00:00:00 29/08/2011,       9.175,     10
00:00:00 30/08/2011,       9.191,     10
00:00:00 31/08/2011,       9.212,     10
00:00:00 01/09/2011,       9.218,     10
00:00:00 02/09/2011,       9.235,     10
00:00:00 03/09/2011,       9.250,     10
00:00:00 04/09/2011,       9.255,     10
00:00:00 05/09/2011,       9.264,     10
00:00:00 06/09/2011,       9.249,     10
00:00:00 07/09/2011,       9.244,     10
00:00:00 08/09/2011,       9.255,     10
00:00:00 09/09/2011,       9.237,     10
00:00:00 10/09/2011,       9.272,     10
00:00:00 11/09/2011,       9.290,     10
00:00:00 12/09/2011,       9.319,     10
00:00:00 13/09/2011,       9.337,     10
00:00:00 14/09/2011,       9.333,     10
00:00:00 15/09/2011,       9.327,     10
00:00:00 16/09/2011,       9.325,     10
00:00:00 17/09/2011,       9.329,     10
00:00:00 18/09/2011,       9.340,     10
00:00:00 19/09/2011,       9.346,     10
00:00:00 20/09/2011,       9.339,     10
00:00:00 21/09/2011,       9.388,     10
00:00:00 22/09/2011,       9.395,     10
00:00:00 23/09/2011,       9.402,     10
00:00:00 24/09/2011,       9.414,     10
00:00:00 25/09/2011,       9.439,     10
00:00:00 26/09/2011,       9.484,     10
00:00:00 27/09/2011,       9.504,     10
00:00:00 28/09/2011,       9.509,     10
00:00:00 29/09/2011,       9.483,     10
00:00:00 30/09/2011,       9.512,     10
00:00:00 01/10/2011,       9.505,     10
00:00:00 02/10/2011,       9.541,     10
00:00:00 03/10/2011,       9.564,     10
00:00:00 04/10/2011,       9.565,     10
00:00:00 05/10/2011,       9.554,     10
00:00:00 06/10/2011,       9.536,     10
00:00:00 07/10/2011,       9.537,     10
00:00:00 08/10/2011,       9.537,     10
00:00:00 09/10/2011,       9.551,     10
00:00:00 10/10/2011,       9.561,     10
00:00:00 11/10/2011,       9.579,     10
00:00:00 12/10/2011,       9.601,     10
00:00:00 13/10/2011,       9.609,     10
00:00:00 14/10/2011,       9.601,     10
00:00:00 15/10/2011,       9.585,     10
00:00:00 16/10/2011,       9.631,     10
00:00:00 17/10/2011,       9.676,     10
00:00:00 18/10/2011,       9.689,     10
00:00:00 19/10/2011,       9.678,     10
00:00:00 20/10/2011,       9.675,     10
00:00:00 21/10/2011,       9.674,     10
00:00:00 22/10/2011,       9.672,     10
00:00:00 23/10/2011,       9.677,     10
00:00:00 24/10/2011,       9.666,     10
00:00:00 25/10/2011,       9.662,     10
00:00:00 26/10/2011,       9.692,     10
00:00:00 27/10/2011,       9.716,     10
00:00:00 28/10/2011,       9.723,     10
00:00:00 29/10/2011,       9.716,     10
00:00:00 30/10/2011,       9.726,     10
00:00:00 31/10/2011,       9.754,     10
00:00:00 01/11/2011,       9.757,     10
00:00:00 02/11/2011,       9.760,     10
00:00:00 03/11/2011,       9.796,     10
00:00:00 04/11/2011,       9.845,     10
00:00:00 05/11/2011,       9.877,     10
00:00:00 06/11/2011,       9.904,     10
00:00:00 07/11/2011,       9.922,     10
00:00:00 08/11/2011,       9.960,     10
00:00:00 09/11/2011,      10.002,     10
00:00:00 10/11/2011,      10.053,     10
00:00:00 11/11/2011,      10.099,     10
00:00:00 12/11/2011,      10.131,     10
00:00:00 13/11/2011,      10.143,     10
00:00:00 14/11/2011,      10.138,     10
00:00:00 15/11/2011,      10.134,     10
00:00:00 16/11/2011,      10.136,     10
00:00:00 17/11/2011,      10.132,     10
00:00:00 18/11/2011,      10.117,     10
00:00:00 19/11/2011,      10.100,     10
00:00:00 20/11/2011,      10.089,     10
00:00:00 21/11/2011,      10.085,     10
00:00:00 22/11/2011,      10.072,     10
00:00:00 23/11/2011,      10.076,     10
00:00:00 24/11/2011,      10.101,     10
00:00:00 25/11/2011,      10.022,     10
00:00:00 26/11/2011,       9.717,     10
00:00:00 27/11/2011,       9.410,     10
00:00:00 28/11/2011,       9.197,     10
00:00:00 29/11/2011,       9.074,     10
00:00:00 30/11/2011,       8.967,     10
00:00:00 01/12/2011,       8.887,     10
00:00:00 02/12/2011,       8.818,     10
00:00:00 03/12/2011,       8.750,     10
00:00:00 04/12/2011,       8.682,     10
00:00:00 05/12/2011,       8.644,     10
00:00:00 06/12/2011,       8.605,     10
00:00:00 07/12/2011,       8.555,     10
00:00:00 08/12/2011,       8.511,     10
00:00:00 09/12/2011,       8.473,     10
00:00:00 10/12/2011,       8.405,     10
00:00:00 11/12/2011,       8.343,     10
00:00:00 12/12/2011,       8.279,     10
00:00:00 13/12/2011,       8.243,     10
00:00:00 14/12/2011,       8.232,     10
00:00:00 15/12/2011,       8.214,     10
00:00:00 16/12/2011,       8.202,     10
00:00:00 17/12/2011,       8.183,     10
00:00:00 18/12/2011,       8.148,     10
00:00:00 19/12/2011,       8.112,     10
00:00:00 20/12/2011,       8.105,     10
00:00:00 21/12/2011,       8.101,     10
00:00:00 22/12/2011,       8.078,     10
00:00:00 23/12/2011,       8.024,     10
00:00:00 24/12/2011,       7.963,     10
00:00:00 25/12/2011,       7.927,     10
00:00:00 26/12/2011,       7.905,     10
00:00:00 27/12/2011,       7.902,     10
00:00:00 28/12/2011,       7.902,     10
00:00:00 29/12/2011,       7.909,     10
00:00:00 30/12/2011,       7.929,     10
00:00:00 31/12/2011,       7.950,     10
00:00:00 01/01/2012,       7.967,     10
00:00:00 02/01/2012,       7.991,     10
00:00:00 03/01/2012,       8.028,     10
00:00:00 04/01/2012,       8.035,     10
00:00:00 05/01/2012,       8.017,     10
00:00:00 06/01/2012,       7.999,     10
00:00:00 07/01/2012,       7.979,     10
00:00:00 08/01/2012,       7.942,     10
00:00:00 09/01/2012,       7.936,     10
00:00:00 10/01/2012,       7.940,     10
00:00:00 11/01/2012,       7.937,     10
00:00:00 12/01/2012,       7.965,     10
00:00:00 13/01/2012,       7.968,     10
00:00:00 14/01/2012,       7.962,     10
00:00:00 15/01/2012,       7.974,     10
00:00:00 16/01/2012,       7.963,     10
00:00:00 17/01/2012,       7.947,     10
00:00:00 18/01/2012,       7.922,     10
00:00:00 19/01/2012,       7.928,     10
00:00:00 20/01/2012,       7.958,     10
00:00:00 21/01/2012,       7.992,     10
00:00:00 22/01/2012,       8.020,     10
00:00:00 23/01/2012,       8.016,     10
00:00:00 24/01/2012,       7.998,     10
00:00:00 25/01/2012,       7.972,     10
00:00:00 26/01/2012,       7.962,     10
00:00:00 27/01/2012,       7.971,     10
00:00:00 28/01/2012,       7.955,     10
00:00:00 29/01/2012,       7.922,     10
00:00:00 30/01/2012,       7.900,     10
00:00:00 31/01/2012,       7.896,     10
00:00:00 01/02/2012,       7.786,     10
00:00:00 02/02/2012,       6.983,     10
00:00:00 03/02/2012,       6.414,     10
00:00:00 04/02/2012,       6.265,     10
00:00:00 05/02/2012,       6.233,     10
00:00:00 06/02/2012,       6.243,     10
00:00:00 07/02/2012,       6.287,     10
00:00:00 08/02/2012,       6.336,     10
00:00:00 09/02/2012,       6.380,     10
00:00:00 10/02/2012,       6.409,     10
00:00:00 11/02/2012,       6.438,     10
00:00:00 12/02/2012,       6.487,     10
00:00:00 13/02/2012,       6.524,     10
00:00:00 14/02/2012,       6.561,     10
00:00:00 15/02/2012,       6.600,     10
00:00:00 16/02/2012,       6.632,     10
00:00:00 17/02/2012,       6.658,     10
00:00:00 18/02/2012,       6.690,     10
00:00:00 19/02/2012,       6.718,     10
00:00:00 20/02/2012,       6.723,     10
00:00:00 21/02/2012,       6.738,     10
00:00:00 22/02/2012,       6.778,     10
00:00:00 23/02/2012,       6.819,     10
00:00:00 24/02/2012,       6.845,     10
00:00:00 25/02/2012,       6.852,     10
00:00:00 26/02/2012,       6.846,     10
00:00:00 27/02/2012,       6.835,     10
00:00:00 28/02/2012,       6.830,     10
00:00:00 29/02/2012,       6.828,     10
00:00:00 01/03/2012,       6.817,     10
00:00:00 02/03/2012,       6.838,     10
00:00:00 03/03/2012,       6.874,     10
00:00:00 04/03/2012,       6.883,     10
00:00:00 05/03/2012,       6.891,     10
00:00:00 06/03/2012,       6.908,     10
00:00:00 07/03/2012,       6.920,      8
00:00:00 08/03/2012,       6.918,      8
00:00:00 09/03/2012,       6.936,      8
00:00:00 10/03/2012,       6.952,      8
00:00:00 11/03/2012,       6.971,      8
00:00:00 12/03/2012,       6.983,      8
00:00:00 13/03/2012,       6.995,      8
00:00:00 14/03/2012,       6.998,      8
00:00:00 15/03/2012,       6.990,      8
00:00:00 16/03/2012,       6.991,      8
00:00:00 17/03/2012,       7.007,      8
00:00:00 18/03/2012,       7.035,      8
00:00:00 19/03/2012,       7.044,      8
00:00:00 20/03/2012,       7.027,      8
00:00:00 21/03/2012,       7.003,      8
00:00:00 22/03/2012,       7.006,      8
00:00:00 23/03/2012,       7.024,      8
00:00:00 24/03/2012,       7.069,      8
00:00:00 25/03/2012,       7.092,      8
00:00:00 26/03/2012,       7.103,      8
00:00:00 27/03/2012,       7.111,      8
00:00:00 28/03/2012,       7.107,      8
00:00:00 29/03/2012,       7.099,      8
00:00:00 30/03/2012,       7.097,      8
00:00:00 31/03/2012,       7.105,      8
00:00:00 01/04/2012,       7.110,      8
00:00:00 02/04/2012,       7.111,      8
00:00:00 03/04/2012,       7.112,      8
00:00:00 04/04/2012,       7.117,      8
00:00:00 05/04/2012,       7.134,      8
00:00:00 06/04/2012,       7.141,      8
00:00:00 07/04/2012,       7.136,      8
00:00:00 08/04/2012,       7.138,      8
00:00:00 09/04/2012,       7.147,      8
00:00:00 10/04/2012,       7.183,      8
00:00:00 11/04/2012,       7.208,      8
00:00:00 12/04/2012,       7.219,      8
00:00:00 13/04/2012,       7.206,      8
00:00:00 14/04/2012,       7.191,      8
00:00:00 15/04/2012,       7.182,      8
00:00:00 16/04/2012,       7.173,      8
00:00:00 17/04/2012,       7.163,      8
00:00:00 18/04/2012,       7.152,      8
00:00:00 19/04/2012,       7.154,      8
00:00:00 20/04/2012,       7.160,      8
00:00:00 21/04/2012,       7.157,      8
00:00:00 22/04/2012,       7.158,      8
00:00:00 23/04/2012,       7.167,      8
00:00:00 24/04/2012,       7.172,      8
00:00:00 25/04/2012,       7.190,      8
00:00:00 26/04/2012,       7.206,      8
00:00:00 27/04/2012,       7.212,      8
00:00:00 28/04/2012,       7.208,      8
00:00:00 29/04/2012,       7.202,      8
00:00:00 30/04/2012,       7.225,      8
00:00:00 01/05/2012,       7.228,      8
00:00:00 02/05/2012,       7.213,      8
00:00:00 03/05/2012,       7.200,      8
00:00:00 04/05/2012,       7.199,      8
00:00:00 05/05/2012,       7.190,      8
00:00:00 06/05/2012,       7.206,      8
00:00:00 07/05/2012,       7.209,      8
00:00:00 08/05/2012,       7.214,      8
00:00:00 09/05/2012,       7.232,      8
00:00:00 10/05/2012,       7.237,      8
00:00:00 11/05/2012,       7.223,      8
00:00:00 12/05/2012,       7.210,      8
00:00:00 13/05/2012,       7.224,      8
00:00:00 14/05/2012,       7.238,      8
00:00:00 15/05/2012,       7.243,      8
00:00:00 16/05/2012,       7.242,      8
00:00:00 17/05/2012,       7.244,      8
00:00:00 18/05/2012,       7.247,      8
00:00:00 19/05/2012,       7.244,      8
00:00:00 20/05/2012,       7.244,      8
00:00:00 21/05/2012,       7.246,      8
00:00:00 22/05/2012,       7.254,      5
00:00:00 23/05/2012,       7.253,      5
00:00:00 24/05/2012,       7.224,      5
00:00:00 25/05/2012,       7.214,      5
00:00:00 26/05/2012,       7.233,      5
00:00:00 27/05/2012,       7.237,      5
00:00:00 28/05/2012,       7.258,      5
00:00:00 29/05/2012,       7.278,      5
00:00:00 30/05/2012,       7.289,      5
00:00:00 31/05/2012,       7.277,      5
00:00:00 01/06/2012,       7.251,      5
00:00:00 02/06/2012,       7.215,      5
00:00:00 03/06/2012,       7.179,      5
00:00:00 04/06/2012,       7.168,      5
00:00:00 05/06/2012,       7.171,      5
00:00:00 06/06/2012,       7.224,      5
00:00:00 07/06/2012,       7.256,      5
00:00:00 08/06/2012,       7.266,      5
00:00:00 09/06/2012,       7.266,      5
00:00:00 10/06/2012,       7.253,      5
00:00:00 11/06/2012,       7.235,      5
00:00:00 12/06/2012,       7.230,      5
00:00:00 13/06/2012,       7.243,      5
00:00:00 14/06/2012,       7.236,      5
00:00:00 15/06/2012,       7.239,      5
00:00:00 16/06/2012,       7.239,      5
00:00:00 17/06/2012,       7.268,      5
00:00:00 18/06/2012,       7.274,      5
00:00:00 19/06/2012,       7.265,      5
00:00:00 20/06/2012,       7.257,      5
00:00:00 21/06/2012,       7.233,      5
00:00:00 22/06/2012,       7.213,      5
00:00:00 23/06/2012,       7.276,      5
00:00:00 24/06/2012,       7.302,      5
00:00:00 25/06/2012,       7.290,      5
00:00:00 26/06/2012,       7.276,      5
00:00:00 27/06/2012,       7.272,      5
00:00:00 28/06/2012,       7.239,      5
00:00:00 29/06/2012,       7.214,      5
00:00:00 30/06/2012,       7.220,      5
00:00:00 01/07/2012,       7.242,      5
00:00:00 02/07/2012,       7.263,      5
